datetime,station_antwerp,station_paris,station_london
6/17/2019 17:00,,13.1,
6/17/2019 18:00,,11.9,
6/17/2019 19:00,,14.9,
6/17/2019 20:00,,15.4,
6/17/2019 21:00,,15.2,
6/17/2019 22:00,,20.5,
6/17/2019 23:00,,38.3,
6/18/2019 0:00,,51,
6/18/2019 1:00,,73.3,
6/18/2019 2:00,,66.2,
6/18/2019 3:00,,60.1,
6/18/2019 4:00,,39.8,
6/18/2019 5:00,,45.5,
6/18/2019 6:00,,26.5,
6/18/2019 7:00,,33.8,
6/18/2019 8:00,,51.4,
6/18/2019 9:00,,52.6,
6/18/2019 10:00,,49.6,
6/18/2019 21:00,,15.3,
6/18/2019 22:00,,17,
6/18/2019 23:00,,23.1,
6/19/2019 0:00,,39.3,
6/19/2019 11:00,,27.3,
6/19/2019 12:00,,26.6,
6/20/2019 15:00,,19.4,
6/20/2019 16:00,,20.1,
6/20/2019 17:00,,19.3,
6/20/2019 18:00,,19,
6/20/2019 19:00,,23.2,
6/20/2019 20:00,,23.9,
6/20/2019 21:00,,25.3,
6/20/2019 22:00,,21.4,
6/20/2019 23:00,,24.9,
6/21/2019 0:00,,26.5,
6/21/2019 1:00,,21.8,
6/21/2019 2:00,,20,
